ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_463621_1 # 3 # 1271 # 1 # ID=1932_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.314	k141_463621	3	1271	+	Strict	300	847.8	tet(44)	98.58	3000556	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	65.94	gnl|BL_ORD_ID|1198|hsp_num:0	1171			654	1920	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_463621_2 # 1586 # 2443 # 1 # ID=1932_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.277	k141_463621	1586	2443	+	Perfect	500	591.7	ANT(6)-Ib	100.0	3002629	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)	100.00	gnl|BL_ORD_ID|1019|hsp_num:0	1113			0	855	streptomycin	
k141_232633_1 # 12 # 1178 # 1 # ID=2103_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.374	k141_232633	12	1178	+	Strict	750	786.2	tet(X)	99.74	3000205	protein homolog model	n/a	n/a	glycylcycline; tetracycline antibiotic	antibiotic inactivation	tetracycline inactivation enzyme	100.00	gnl|BL_ORD_ID|764|hsp_num:0	776			0	1164	tigecycline; tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_386624_9 # 9174 # 10973 # 1 # ID=2109_9;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.424	k141_386624	9174	10973	+	Strict	50	99.0	vanW gene in vanI cluster	33.33	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	160.59	gnl|BL_ORD_ID|4747|hsp_num:0	2242			483	1047	vancomycin; teicoplanin	
k141_541091_5 # 4021 # 5121 # -1 # ID=2405_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.642	k141_541091	4021	5121	-	Strict	250	255.4	vanG	38.29	3002909	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.87	gnl|BL_ORD_ID|1070|hsp_num:0	1157			15	1047	vancomycin	
k141_387111_3 # 888 # 1718 # -1 # ID=2804_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.625	k141_387111	888	1718	-	Strict	50	114.4	vanY gene in vanB cluster	30.92	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	102.99	gnl|BL_ORD_ID|603|hsp_num:0	556			33	786	vancomycin	
k141_79344_2 # 238 # 1299 # 1 # ID=2997_2;partial=01;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.588	k141_79344	238	1299	+	Strict	175	238.4	vanT gene in vanG cluster	37.22	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	49.72	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2052	vancomycin	
k141_156155_1 # 273 # 605 # -1 # ID=3179_1;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.459	k141_156155	273	605	-	Strict	190	206.5	qacE	98.18	3005009	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2744|hsp_num:0	3754			0	330		
k141_233812_2 # 759 # 1493 # -1 # ID=3822_2;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.261	k141_233812	759	1493	-	Strict	400	479.9	ErmG	99.18	3000522	protein homolog model	n/a	n/a	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration	Erm 23S ribosomal RNA methyltransferase	100.00	gnl|BL_ORD_ID|916|hsp_num:0	989			0	732	erythromycin; roxithromycin; lincomycin; telithromycin; clarithromycin; clindamycin; tylosin; spiramycin; azithromycin; dirithromycin; pristinamycin IA; quinupristin; virginiamycin M1; madumycin II; griseoviridin; dalfopristin; pristinamycin IB; virginiamycin S2; pristinamycin IC; vernamycin C; patricin A; patricin B; ostreogrycin B3; oleandomycin	
k141_80362_1 # 137 # 2359 # 1 # ID=4403_1;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.641	k141_80362	137	2359	+	Strict	50	78.2	vanW gene in vanI cluster	30.6	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	198.39	gnl|BL_ORD_ID|4747|hsp_num:0	2242			426	1104	vancomycin; teicoplanin	
k141_80383_1 # 2 # 2419 # 1 # ID=4432_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.633	k141_80383	2	2419	+	Strict	50	76.6	vanW gene in vanI cluster	29.74	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	215.82	gnl|BL_ORD_ID|4747|hsp_num:0	2242			426	1104	vancomycin; teicoplanin	
k141_81150_1 # 3 # 1361 # -1 # ID=5577_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.614	k141_81150	3	1361	-	Strict	175	390.2	vanT gene in vanG cluster	46.02	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	63.62	gnl|BL_ORD_ID|1523|hsp_num:0	1561			528	1923	vancomycin	
k141_467150_3 # 2170 # 2505 # 1 # ID=6978_3;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.565	k141_467150	2170	2505	+	Strict	75	89.7	qacG	42.31	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	103.74	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_313328_3 # 1931 # 2794 # -1 # ID=7115_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.316	k141_313328	1931	2794	-	Perfect	500	587.0	aadS	100.0	3004683	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)	100.00	gnl|BL_ORD_ID|2238|hsp_num:0	3382			0	861	streptomycin	
k141_83166_2 # 1544 # 2428 # 1 # ID=8261_2;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=11bp;gc_cont=0.368	k141_83166	1544	2428	+	Strict	500	540.8	mphG	89.12	3003742	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|2042|hsp_num:0	2259			0	882	erythromycin; clarithromycin; azithromycin	
k141_237069_1 # 1 # 1002 # 1 # ID=8282_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.508	k141_237069	1	1002	+	Strict	200	232.3	vanH gene in vanO cluster	38.25	3002948	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	95.14	gnl|BL_ORD_ID|762|hsp_num:0	786			177	1020	vancomycin	
k141_391034_40 # 37481 # 37966 # 1 # ID=8580_40;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.366	k141_391034	37481	37966	+	Strict	150	164.5	nimA	49.69	3007104	protein homolog model	n/a	n/a	nitroimidazole antibiotic	antibiotic inactivation	nitroimidazole reductase	91.48	gnl|BL_ORD_ID|4783|hsp_num:0	5777			0	477	metronidazole	
k141_545630_2 # 663 # 1337 # 1 # ID=8788_2;partial=01;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.484	k141_545630	663	1337	+	Strict	50	87.4	vanY gene in vanG cluster	33.11	3002959	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	80.65	gnl|BL_ORD_ID|4731|hsp_num:0	298			279	684	vancomycin	
k141_314453_1 # 3 # 335 # -1 # ID=8950_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=7bp;gc_cont=0.291	k141_314453	3	335	-	Strict	50	62.0	vanW gene in vanG cluster	39.13	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	39.50	gnl|BL_ORD_ID|4742|hsp_num:0	1622			126	402	vancomycin	
k141_160938_4 # 3124 # 3468 # 1 # ID=10474_4;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.330	k141_160938	3124	3468	+	Strict	75	99.0	qacG	48.08	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_239007_2 # 1150 # 1938 # -1 # ID=10712_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.445	k141_239007	1150	1938	-	Perfect	400	518.8	aadA27	100.0	3004682	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	100.00	gnl|BL_ORD_ID|2242|hsp_num:0	3381			0	786	spectinomycin; streptomycin	
k141_86277_6 # 2720 # 3640 # 1 # ID=12219_6;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.646	k141_86277	2720	3640	+	Strict	50	120.2	vanY gene in vanB cluster	36.76	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	114.18	gnl|BL_ORD_ID|603|hsp_num:0	556			270	792	vancomycin	
k141_470694_3 # 2024 # 3052 # -1 # ID=12405_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.327	k141_470694	2024	3052	-	Strict	500	662.9	cfrC	94.44	3004146	protein homolog model	n/a	n/a	lincosamide antibiotic; streptogramin antibiotic; oxazolidinone antibiotic; phenicol antibiotic	antibiotic target alteration	Cfr 23S ribosomal RNA methyltransferase	99.42	gnl|BL_ORD_ID|2413|hsp_num:0	2800			0	1026	chloramphenicol; florfenicol	
k141_471187_2 # 744 # 1160 # 1 # ID=12990_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.612	k141_471187	744	1160	+	Strict	100	179.1	FosA8	61.03	3007371	protein homolog model	n/a	n/a	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	97.87	gnl|BL_ORD_ID|4907|hsp_num:0	5899			0	408	fosfomycin	
k141_549099_2 # 697 # 1026 # 1 # ID=13595_2;partial=00;start_type=ATG;rbs_motif=3Base/5BMM;rbs_spacer=13-15bp;gc_cont=0.400	k141_549099	697	1026	+	Strict	75	83.2	qacJ	36.79	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	101.87	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	318	benzalkonium chloride	
k141_241285_2 # 615 # 1439 # 1 # ID=13649_2;partial=01;start_type=TTG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.435	k141_241285	615	1439	+	Strict	50	109.4	vanW gene in vanI cluster	43.09	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	73.73	gnl|BL_ORD_ID|4747|hsp_num:0	2242			615	984	vancomycin; teicoplanin	
k141_317855_10 # 7756 # 8934 # -1 # ID=13742_10;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.386	k141_317855	7756	8934	-	Strict	175	274.6	vanT gene in vanG cluster	37.97	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	55.06	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2118	vancomycin	
k141_10991_1 # 440 # 2359 # 1 # ID=14074_1;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.412	k141_10991	440	2359	+	Strict	300	1276.2	tet(32)	99.69	3000196	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	100.00	gnl|BL_ORD_ID|1221|hsp_num:0	1233			0	1917	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_164502_2 # 928 # 1422 # 1 # ID=15851_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.335	k141_164502	928	1422	+	Strict	300	343.6	lnuC	98.17	3002837	protein homolog model	n/a	n/a	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	100.00	gnl|BL_ORD_ID|344|hsp_num:0	376			0	492	lincomycin	
k141_164579_1 # 3 # 365 # 1 # ID=15956_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.669	k141_164579	3	365	+	Strict	50	77.8	vanY gene in vanM cluster	44.79	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	51.50	gnl|BL_ORD_ID|1674|hsp_num:0	1713			288	561	vancomycin; teicoplanin	
k141_319940_1 # 3 # 188 # 1 # ID=16378_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.328	k141_319940	3	188	+	Strict	50	73.9	vanY gene in vanG cluster	58.18	3002959	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	21.86	gnl|BL_ORD_ID|4731|hsp_num:0	298			648	813	vancomycin	
k141_12816_3 # 1986 # 3416 # -1 # ID=16502_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.541	k141_12816	1986	3416	-	Strict	50	112.1	vanW gene in vanI cluster	45.45	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	127.61	gnl|BL_ORD_ID|4747|hsp_num:0	2242			654	984	vancomycin; teicoplanin	
k141_551842_4 # 2497 # 3468 # -1 # ID=17135_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.496	k141_551842	2497	3468	-	Strict	200	201.1	vanH gene in vanM cluster	37.42	3002947	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanH; glycopeptide resistance gene cluster	99.08	gnl|BL_ORD_ID|4744|hsp_num:0	1724			36	945	vancomycin; teicoplanin	
k141_321587_3 # 1435 # 1779 # -1 # ID=18210_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.394	k141_321587	1435	1779	-	Strict	75	101.3	qacG	50.0	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_166796_3 # 903 # 1490 # 1 # ID=19286_3;partial=01;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.662	k141_166796	903	1490	+	Strict	50	57.4	vanY gene in vanB cluster	30.46	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	73.13	gnl|BL_ORD_ID|603|hsp_num:0	556			153	591	vancomycin	
k141_322511_13 # 13465 # 15909 # -1 # ID=19452_13;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=3bp;gc_cont=0.334	k141_322511	13465	15909	-	Strict	175	187.2	vanT gene in vanG cluster	33.96	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	114.33	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	1977	vancomycin	
k141_245648_1 # 1 # 2169 # 1 # ID=19809_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.479	k141_245648	1	2169	+	Strict	175	188.3	vanT gene in vanG cluster	34.42	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	101.40	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	2118	vancomycin	
k141_554702_2 # 268 # 600 # -1 # ID=20692_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.700	k141_554702	268	600	-	Strict	75	82.4	qacJ	36.54	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4661|hsp_num:0	5730			6	318	benzalkonium chloride	
k141_555464_5 # 1507 # 2601 # 1 # ID=21567_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.637	k141_555464	1507	2601	+	Strict	250	251.5	vanG	39.43	3002909	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.30	gnl|BL_ORD_ID|1070|hsp_num:0	1157			15	1047	vancomycin	
k141_19895_1 # 184 # 1371 # -1 # ID=25161_1;partial=00;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.405	k141_19895	184	1371	-	Perfect	750	746.5	tet(39)	100.0	3000566	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|1038|hsp_num:0	1092			0	1185	tetracycline	
k141_250465_3 # 1521 # 2615 # 1 # ID=26009_3;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=14bp;gc_cont=0.326	k141_250465	1521	2615	+	Strict	250	255.8	vanG	37.11	3002909	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.30	gnl|BL_ORD_ID|1070|hsp_num:0	1157			0	1047	vancomycin	
k141_327737_5 # 3843 # 4643 # 1 # ID=26044_5;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.411	k141_327737	3843	4643	+	Strict	50	79.3	vanY gene in vanM cluster	28.28	3002961	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	114.16	gnl|BL_ORD_ID|1674|hsp_num:0	1713			15	552	vancomycin; teicoplanin	
k141_250668_1 # 1 # 489 # -1 # ID=26209_1;partial=10;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.348	k141_250668	1	489	-	Strict	50	118.6	vanY gene in vanB cluster	54.17	3002956	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	60.82	gnl|BL_ORD_ID|603|hsp_num:0	556			258	546	vancomycin	
k141_21469_2 # 1564 # 2391 # 1 # ID=27092_2;partial=00;start_type=GTG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.690	k141_21469	1564	2391	+	Strict	50	94.0	vanY gene in vanG cluster	43.08	3002959	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanY; glycopeptide resistance gene cluster	98.57	gnl|BL_ORD_ID|4731|hsp_num:0	298			465	813	vancomycin	
k141_328392_5 # 2833 # 3882 # -1 # ID=27123_5;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.387	k141_328392	2833	3882	-	Strict	175	177.6	vanT gene in vanG cluster	34.08	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	49.02	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1074	2118	vancomycin	
