ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_144296_3 # 1275 # 2057 # -1 # ID=92_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=14bp;gc_cont=0.336	k141_144296	1275	2057	-	Strict	300	304.7	APH(3')-IXa	56.15	3004087	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	97.74	gnl|BL_ORD_ID|4931|hsp_num:0	2751			18	798	amikacin; kanamycin A	
k141_24160_3 # 1254 # 1598 # -1 # ID=213_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.403	k141_24160	1254	1598	-	Strict	75	96.3	qacG	46.15	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_96476_2 # 432 # 977 # 1 # ID=480_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.579	k141_96476	432	977	+	Strict	300	369.0	ANT(2'')-Ia	98.31	3000230	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(2'')	102.26	gnl|BL_ORD_ID|1259|hsp_num:0	1372			0	531	dibekacin; sisomicin; kanamycin A; tobramycin; gentamicin	
k141_48605_1 # 3 # 278 # -1 # ID=956_1;partial=10;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.514	k141_48605	3	278	-	Strict	75	87.4	qacJ	44.44	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	85.98	gnl|BL_ORD_ID|4661|hsp_num:0	5730			0	270	benzalkonium chloride	
k141_820_1 # 1 # 1284 # 1 # ID=1207_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.322	k141_820	1	1284	+	Strict	175	186.0	vanT gene in vanG cluster	36.02	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	60.11	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1038	1977	vancomycin	
k141_48934_1 # 1 # 909 # 1 # ID=1531_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.391	k141_48934	1	909	+	Strict	300	561.6	tet(Q)	93.05	3000191	protein homolog model	n/a	n/a	tetracycline antibiotic	antibiotic target protection	tetracycline-resistant ribosomal protection protein	45.97	gnl|BL_ORD_ID|1220|hsp_num:0	1183			1065	1971	tetracycline; doxycycline; minocycline; chlortetracycline; demeclocycline; oxytetracycline	
k141_97244_2 # 239 # 1063 # -1 # ID=1676_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.458	k141_97244	239	1063	-	Strict	500	545.8	OXA-333	99.64	3001521	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|886|hsp_num:0	965			0	822	cloxacillin; oxacillin; cefalotin	
k141_50019_2 # 3070 # 3951 # 1 # ID=3457_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.426	k141_50019	3070	3951	+	Strict	50	143.7	vanW gene in vanG cluster	31.97	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	104.27	gnl|BL_ORD_ID|4742|hsp_num:0	1622			15	747	vancomycin	
k141_26328_10 # 7846 # 8937 # 1 # ID=3702_10;partial=00;start_type=GTG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.451	k141_26328	7846	8937	+	Strict	250	255.8	vanG	38.76	3002909	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	104.01	gnl|BL_ORD_ID|1070|hsp_num:0	1157			0	1047	vancomycin	
k141_74644_3 # 1275 # 2159 # -1 # ID=4167_3;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=12bp;gc_cont=0.365	k141_74644	1275	2159	-	Perfect	500	587.8	mphE	100.0	3003741	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|2688|hsp_num:0	2614			0	882	erythromycin	
k141_74644_4 # 2215 # 3690 # -1 # ID=4167_4;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=5bp;gc_cont=0.399	k141_74644	2215	3690	-	Perfect	950	941.4	msrE	100.0	3003109	protein homolog model	n/a	n/a	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection	msr-type ABC-F protein	100.00	gnl|BL_ORD_ID|28|hsp_num:0	33			0	1473	erythromycin	
k141_122839_1 # 1 # 756 # -1 # ID=4213_1;partial=10;start_type=ATG;rbs_motif=TAA;rbs_spacer=11bp;gc_cont=0.407	k141_122839	1	756	-	Strict	460	471.5	OXA-296	93.25	3001751	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	88.73	gnl|BL_ORD_ID|2211|hsp_num:0	3356			63	819	cloxacillin; oxacillin; cefalotin	
k141_50843_2 # 695 # 1498 # 1 # ID=4786_2;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=9bp;gc_cont=0.345	k141_50843	695	1498	+	Strict	300	313.5	APH(3')-IXa	56.93	3004087	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100.38	gnl|BL_ORD_ID|4931|hsp_num:0	2751			12	798	amikacin; kanamycin A	
k141_100506_4 # 1551 # 1883 # -1 # ID=6732_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.541	k141_100506	1551	1883	-	Strict	75	81.6	qacJ	36.54	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4661|hsp_num:0	5730			6	318	benzalkonium chloride	
k141_101035_1 # 2 # 1126 # -1 # ID=7561_1;partial=10;start_type=ATG;rbs_motif=AGGA/GGAG/GAGG;rbs_spacer=11-12bp;gc_cont=0.356	k141_101035	2	1126	-	Strict	500	691.0	mefJ	99.47	3007049	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	94.46	gnl|BL_ORD_ID|4755|hsp_num:0	5748			0	1125		
k141_77843_2 # 738 # 1085 # -1 # ID=8912_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.491	k141_77843	738	1085	-	Strict	190	217.6	qacEdelta1	97.39	3005010	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	major facilitator superfamily (MFS) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2745|hsp_num:0	3755			0	345		
k141_77843_3 # 1293 # 2093 # -1 # ID=8912_3;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=3-4bp;gc_cont=0.419	k141_77843	1293	2093	-	Perfect	500	530.8	OXA-10	100.0	3001405	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|1453|hsp_num:0	1587			0	798	cloxacillin; oxacillin; cefalotin	
