ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_280652_9 # 10009 # 12537 # -1 # ID=315_9;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.372	k141_280652	10009	12537	-	Strict	175	183.7	vanT gene in vanG cluster	31.72	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	118.26	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2118	vancomycin	
k141_140401_2 # 185 # 1309 # -1 # ID=416_2;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.506	k141_140401	185	1309	-	Strict	175	181.8	vanT gene in vanG cluster	37.66	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.53	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1119	2025	vancomycin	
k141_421351_4 # 3012 # 4094 # -1 # ID=1112_4;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.446	k141_421351	3012	4094	-	Strict	250	261.2	vanG	41.43	3002909	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; Van ligase	103.15	gnl|BL_ORD_ID|1070|hsp_num:0	1157			15	1047	vancomycin	
k141_70604_5 # 4728 # 6305 # 1 # ID=1153_5;partial=01;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.603	k141_70604	4728	6305	+	Strict	175	233.0	vanT gene in vanG cluster	33.79	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	73.88	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2115	vancomycin	
k141_281647_3 # 2492 # 5674 # -1 # ID=2155_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.580	k141_281647	2492	5674	-	Strict	750	865.5	adeF	44.5	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.09	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3156	tetracycline	
k141_491959_1 # 2 # 946 # 1 # ID=2243_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.551	k141_491959	2	946	+	Strict	50	96.3	vanW gene in vanI cluster	37.11	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	84.18	gnl|BL_ORD_ID|4747|hsp_num:0	2242			519	987	vancomycin; teicoplanin	
k141_492191_28 # 30940 # 31275 # 1 # ID=2798_28;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.661	k141_492191	30940	31275	+	Strict	200	214.5	RbpA	90.99	3000245	protein homolog model	n/a	n/a	rifamycin antibiotic	antibiotic target protection	RbpA bacterial RNA polymerase-binding protein	97.37	gnl|BL_ORD_ID|1308|hsp_num:0	1425			0	333	rifampin; rifaximin; rifabutin; rifapentine	
k141_492423_4 # 3009 # 3872 # 1 # ID=3251_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.338	k141_492423	3009	3872	+	Strict	500	517.3	ANT(6)-Ia	83.62	3002626	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(6)	100.00	gnl|BL_ORD_ID|842|hsp_num:0	914			0	861	streptomycin	
k141_352267_6 # 7667 # 10144 # -1 # ID=3781_6;partial=00;start_type=ATG;rbs_motif=TAA;rbs_spacer=14bp;gc_cont=0.414	k141_352267	7667	10144	-	Strict	175	178.3	vanT gene in vanG cluster	32.11	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	115.87	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1023	2118	vancomycin	
k141_71671_18 # 16722 # 17054 # -1 # ID=3992_18;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.483	k141_71671	16722	17054	-	Strict	75	104.4	qacJ	43.27	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4661|hsp_num:0	5730			6	318	benzalkonium chloride	
