ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_99744_1 # 192 # 1328 # -1 # ID=1546_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.516	k141_99744	192	1328	-	Strict	175	177.9	vanT gene in vanG cluster	30.35	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	53.09	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1035	2106	vancomycin	
k141_1179_11 # 15514 # 18669 # -1 # ID=1980_11;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.674	k141_1179	15514	18669	-	Strict	750	799.7	adeF	43.58	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.24	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3126	tetracycline	
k141_298639_3 # 1780 # 2661 # -1 # ID=2822_3;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.512	k141_298639	1780	2661	-	Strict	50	87.8	vanW gene in vanI cluster	35.67	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	78.55	gnl|BL_ORD_ID|4747|hsp_num:0	2242			582	1008	vancomycin; teicoplanin	
k141_1947_24 # 16977 # 20132 # 1 # ID=3596_24;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.462	k141_1947	16977	20132	+	Strict	750	844.0	adeF	44.35	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.24	gnl|BL_ORD_ID|133|hsp_num:0	153			9	3135	tetracycline	
k141_299638_7 # 4556 # 5815 # -1 # ID=4203_7;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.587	k141_299638	4556	5815	-	Strict	50	135.6	vanW gene in vanI cluster	30.3	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	112.33	gnl|BL_ORD_ID|4747|hsp_num:0	2242			24	1047	vancomycin; teicoplanin	
k141_694370_3 # 1889 # 3544 # -1 # ID=4738_3;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.530	k141_694370	1889	3544	-	Strict	50	94.7	vanW gene in vanI cluster	32.73	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	147.72	gnl|BL_ORD_ID|4747|hsp_num:0	2242			405	1008	vancomycin; teicoplanin	
k141_200712_4 # 1486 # 2301 # -1 # ID=4903_4;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.444	k141_200712	1486	2301	-	Strict	500	572.0	APH(3')-Ia	98.89	3002641	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	APH(3')	100.00	gnl|BL_ORD_ID|263|hsp_num:0	291			0	813	neomycin; ribostamycin; kanamycin A; gentamicin B; paromomycin; lividomycin; gentamicin	
k141_397995_55 # 64736 # 65887 # 1 # ID=5211_55;partial=00;start_type=ATG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.508	k141_397995	64736	65887	+	Strict	175	217.6	vanT gene in vanG cluster	34.32	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	53.79	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2118	vancomycin	
k141_300459_5 # 3215 # 4912 # -1 # ID=5421_5;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.543	k141_300459	3215	4912	-	Strict	50	107.5	vanW gene in vanI cluster	30.56	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	151.47	gnl|BL_ORD_ID|4747|hsp_num:0	2242			114	1101	vancomycin; teicoplanin	
k141_300459_8 # 7176 # 8294 # -1 # ID=5421_8;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.585	k141_300459	7176	8294	-	Strict	175	209.1	vanT gene in vanG cluster	34.06	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	52.25	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1035	2118	vancomycin	
