ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_258271_8 # 7694 # 9133 # -1 # ID=624_8;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.247	k141_258271	7694	9133	-	Perfect	900	984.6	AAC(6')-Ie-APH(2'')-Ia bifunctional protein	100.0	3002597	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	aminoglycoside bifunctional resistance protein	100.00	gnl|BL_ORD_ID|4824|hsp_num:0	1814			0	1437	dibekacin; amikacin; sisomicin; netilmicin; kanamycin A; tobramycin; gentamicin A; 2'-N-ethylnetilmicin; 5-episisomicin; gentamicin	
k141_430206_1 # 455 # 1372 # -1 # ID=718_1;partial=00;start_type=ATG;rbs_motif=AGGA;rbs_spacer=5-10bp;gc_cont=0.428	k141_430206	455	1372	-	Perfect	600	597.8	ROB-1	100.0	3002995	protein homolog model	n/a	n/a	cephalosporin; penam	antibiotic inactivation	ROB beta-lactamase	100.00	gnl|BL_ORD_ID|545|hsp_num:0	596			0	915		
k141_668_3 # 758 # 2017 # 1 # ID=1000_3;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.367	k141_668	758	2017	+	Strict	700	762.7	EreB	86.16	3000363	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide esterase	100.00	gnl|BL_ORD_ID|1772|hsp_num:0	1921			0	1257	erythromycin; roxithromycin; clarithromycin; azithromycin	
k141_344488_2 # 320 # 1390 # -1 # ID=1158_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.287	k141_344488	320	1390	-	Strict	175	176.8	vanT gene in vanG cluster	33.79	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	50.00	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1029	2118	vancomycin	
k141_344613_1 # 2 # 1126 # -1 # ID=1314_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.403	k141_344613	2	1126	-	Strict	50	95.5	vanW gene in vanI cluster	36.26	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	100.54	gnl|BL_ORD_ID|4747|hsp_num:0	2242			483	984	vancomycin; teicoplanin	
k141_258915_1 # 32 # 928 # -1 # ID=1579_1;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.419	k141_258915	32	928	-	Perfect	500	585.5	CARB-16	100.0	3002255	protein homolog model	n/a	n/a	penam	antibiotic inactivation	CARB beta-lactamase	100.00	gnl|BL_ORD_ID|488|hsp_num:0	533			0	894		
k141_172928_2 # 1494 # 2117 # -1 # ID=1646_2;partial=00;start_type=ATG;rbs_motif=GGAGG;rbs_spacer=5-10bp;gc_cont=0.370	k141_172928	1494	2117	-	Strict	350	433.7	Campylobacter coli chloramphenicol acetyltransferase	96.14	3004454	protein homolog model	n/a	n/a	phenicol antibiotic	antibiotic inactivation	chloramphenicol acetyltransferase (CAT)	100.00	gnl|BL_ORD_ID|2502|hsp_num:0	2893			0	621	chloramphenicol	
k141_344904_1 # 3 # 1133 # -1 # ID=1840_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.643	k141_344904	3	1133	-	Strict	50	115.9	vanW gene in vanI cluster	34.87	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	101.07	gnl|BL_ORD_ID|4747|hsp_num:0	2242			462	987	vancomycin; teicoplanin	
k141_603653_1 # 2 # 1141 # 1 # ID=2816_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.413	k141_603653	2	1141	+	Strict	175	210.3	vanT gene in vanG cluster	34.05	3002972	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	glycopeptide resistance gene cluster; vanT	53.37	gnl|BL_ORD_ID|1523|hsp_num:0	1561			1044	2118	vancomycin	
k141_87023_4 # 2459 # 3313 # 1 # ID=2828_4;partial=00;start_type=ATG;rbs_motif=AGGAGG;rbs_spacer=5-10bp;gc_cont=0.421	k141_87023	2459	3313	+	Perfect	400	572.0	ACI-1	100.0	3004359	protein homolog model	n/a	n/a	cephalosporin; penam; penem	antibiotic inactivation	ACI beta-lactamase	100.00	gnl|BL_ORD_ID|2483|hsp_num:0	2874			0	852	penicillin; ceftazidime; amoxicillin; cefotaxime; ticarcillin	
