ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_467119_7 # 4638 # 4970 # 1 # ID=48_7;partial=00;start_type=ATG;rbs_motif=AATAA;rbs_spacer=9bp;gc_cont=0.423	k141_467119	4638	4970	+	Strict	75	98.6	qacG	49.04	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_934967_3 # 688 # 1032 # -1 # ID=1099_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.336	k141_934967	688	1032	-	Strict	75	99.0	qacG	48.08	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_312275_1 # 287 # 1057 # 1 # ID=1437_1;partial=00;start_type=ATG;rbs_motif=TAAA;rbs_spacer=9bp;gc_cont=0.336	k141_312275	287	1057	+	Strict	400	433.0	LnuH	83.2	3004600	protein homolog model	n/a	n/a	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	98.46	gnl|BL_ORD_ID|4923|hsp_num:0	5916			0	768		
k141_312284_3 # 2606 # 3490 # 1 # ID=1453_3;partial=00;start_type=ATG;rbs_motif=AAAA;rbs_spacer=11bp;gc_cont=0.376	k141_312284	2606	3490	+	Strict	500	537.7	mphG	89.46	3003742	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|2042|hsp_num:0	2259			0	882	erythromycin; clarithromycin; azithromycin	
k141_468375_2 # 1433 # 2287 # -1 # ID=1749_2;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.413	k141_468375	1433	2287	-	Strict	460	552.7	OXA-296	96.13	3001751	protein homolog model	n/a	n/a	carbapenem; cephalosporin; penam	antibiotic inactivation	OXA beta-lactamase	100.00	gnl|BL_ORD_ID|2211|hsp_num:0	3356			0	852	cloxacillin; oxacillin; cefalotin	
k141_781250_1 # 1 # 1026 # 1 # ID=3922_1;partial=10;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.542	k141_781250	1	1026	+	Strict	535	535.4	aadA10	99.63	3004692	protein homolog model	n/a	n/a	aminoglycoside antibiotic	antibiotic inactivation	ANT(3'')	123.10	gnl|BL_ORD_ID|2154|hsp_num:0	3398			0	804	spectinomycin; streptomycin	
k141_158484_2 # 797 # 982 # 1 # ID=3965_2;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.527	k141_158484	797	982	+	Strict	100	111.3	rsmA	93.44	3005069	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2793|hsp_num:0	3807			0	183	trimethoprim; chloramphenicol	
k141_625722_2 # 1157 # 4327 # -1 # ID=4081_2;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.380	k141_625722	1157	4327	-	Strict	750	762.7	adeF	41.45	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.72	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3120	tetracycline	
k141_159275_1 # 155 # 1792 # 1 # ID=5008_1;partial=01;start_type=TTG;rbs_motif=TAAA;rbs_spacer=9bp;gc_cont=0.292	k141_159275	155	1792	+	Strict	50	80.1	vanW gene in vanG cluster	32.72	3002965	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	194.31	gnl|BL_ORD_ID|4742|hsp_num:0	1622			156	642	vancomycin	
k141_626693_3 # 2192 # 2605 # 1 # ID=5678_3;partial=00;start_type=ATG;rbs_motif=None;rbs_spacer=None;gc_cont=0.676	k141_626693	2192	2605	+	Strict	100	164.9	FosA8	58.39	3007371	protein homolog model	n/a	n/a	phosphonic acid antibiotic	antibiotic inactivation	fosfomycin thiol transferase	97.16	gnl|BL_ORD_ID|4907|hsp_num:0	5899			0	405	fosfomycin	
