ORF_ID	Contig	Start	Stop	Orientation	Cut_Off	Pass_Bitscore	Best_Hit_Bitscore	Best_Hit_ARO	Best_Identities	ARO	Model_type	SNPs_in_Best_Hit_ARO	Other_SNPs	Drug Class	Resistance Mechanism	AMR Gene Family	Percentage Length of Reference Sequence	ID	Model_ID	Nudged	Note	Hit_Start	Hit_End	Antibiotic	AST_Source
k141_112999_3 # 1061 # 1393 # -1 # ID=608_3;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.538	k141_112999	1061	1393	-	Strict	75	81.6	qacJ	36.54	3007014	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	102.80	gnl|BL_ORD_ID|4661|hsp_num:0	5730			6	318	benzalkonium chloride	
k141_45803_1 # 1 # 1206 # -1 # ID=1314_1;partial=11;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.512	k141_45803	1	1206	-	Strict	50	75.1	vanW gene in vanI cluster	29.66	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	107.77	gnl|BL_ORD_ID|4747|hsp_num:0	2242			150	834	vancomycin; teicoplanin	
k141_23700_2 # 267 # 611 # 1 # ID=2099_2;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.504	k141_23700	267	611	+	Strict	75	86.7	qacG	39.42	3007015	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	106.54	gnl|BL_ORD_ID|4662|hsp_num:0	5731			6	318	benzalkonium chloride	
k141_136203_4 # 2953 # 4737 # 1 # ID=2240_4;partial=00;start_type=ATG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.468	k141_136203	2953	4737	+	Strict	750	780.8	patB	67.28	3000025	protein homolog model	n/a	n/a	fluoroquinolone antibiotic	antibiotic efflux	ATP-binding cassette (ABC) antibiotic efflux pump	101.02	gnl|BL_ORD_ID|1912|hsp_num:0	2112			0	1764	ciprofloxacin; norfloxacin	
k141_1378_12 # 9762 # 11630 # 1 # ID=2315_12;partial=00;start_type=ATG;rbs_motif=GGA/GAG/AGG;rbs_spacer=5-10bp;gc_cont=0.532	k141_1378	9762	11630	+	Strict	50	90.1	vanW gene in vanI cluster	28.4	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	166.76	gnl|BL_ORD_ID|4747|hsp_num:0	2242			363	1056	vancomycin; teicoplanin	
k141_159601_6 # 7463 # 8236 # -1 # ID=3347_6;partial=01;start_type=Edge;rbs_motif=None;rbs_spacer=None;gc_cont=0.333	k141_159601	7463	8236	-	Strict	400	433.3	LnuH	83.59	3004600	protein homolog model	n/a	n/a	lincosamide antibiotic	antibiotic inactivation	lincosamide nucleotidyltransferase (LNU)	98.85	gnl|BL_ORD_ID|4923|hsp_num:0	5916			0	768		
k141_47261_2 # 452 # 1243 # 1 # ID=4183_2;partial=01;start_type=GTG;rbs_motif=AGxAGG/AGGxGG;rbs_spacer=5-10bp;gc_cont=0.350	k141_47261	452	1243	+	Strict	50	70.1	vanW gene in vanI cluster	30.34	3003724	protein homolog model	n/a	n/a	glycopeptide antibiotic	antibiotic target alteration	vanW; glycopeptide resistance gene cluster	70.78	gnl|BL_ORD_ID|4747|hsp_num:0	2242			342	768	vancomycin; teicoplanin	
k141_162493_4 # 3159 # 4043 # 1 # ID=8763_4;partial=00;start_type=ATG;rbs_motif=AAAAA;rbs_spacer=11bp;gc_cont=0.368	k141_162493	3159	4043	+	Strict	500	590.9	mphG	99.32	3003742	protein homolog model	n/a	n/a	macrolide antibiotic	antibiotic inactivation	macrolide phosphotransferase (MPH)	100.00	gnl|BL_ORD_ID|2042|hsp_num:0	2259			0	882	erythromycin; clarithromycin; azithromycin	
k141_162806_1 # 288 # 620 # 1 # ID=9419_1;partial=00;start_type=GTG;rbs_motif=AGGAG;rbs_spacer=5-10bp;gc_cont=0.505	k141_162806	288	620	+	Strict	180	208.4	qacL	98.18	3005098	protein homolog model	n/a	n/a	disinfecting agents and antiseptics	antibiotic efflux	small multidrug resistance (SMR) antibiotic efflux pump	100.00	gnl|BL_ORD_ID|2815|hsp_num:0	3830			0	330		
k141_28989_6 # 4124 # 7279 # -1 # ID=11741_6;partial=00;start_type=ATG;rbs_motif=GGAG/GAGG;rbs_spacer=5-10bp;gc_cont=0.609	k141_28989	4124	7279	-	Strict	750	783.5	adeF	43.57	3000777	protein homolog model	n/a	n/a	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux	resistance-nodulation-cell division (RND) antibiotic efflux pump	99.24	gnl|BL_ORD_ID|133|hsp_num:0	153			6	3111	tetracycline	
